RoundedX,RoundedY,PredictedX,PredictedY
-1187,3739,-1120.8619,3732.6604
-1172,3729,-1271.8132,3756.9685
-1162,3714,-1146.8417,3764.11
-1152,3704,-1175.5416,3755.0967
-1142,3694,-1107.56,3745.8752
-1127,3684,-1128.1753,3759.2998
-1117,3674,-1266.9359,3757.5928
-1107,3664,-1139.6609,3773.306
-1097,3654,-1128.9453,3764.3562
-1097,3654,-1128.9453,3764.3562
-1082,3644,-1061.3099,3799.4353
-1077,3634,-1250.2549,3761.5344
-1077,3634,-1250.2549,3761.5344
-1077,3634,-1250.2549,3761.5344
-1077,3634,-1250.2549,3761.5344
-1077,3634,-1250.2549,3761.5344
-1077,3634,-1250.2549,3761.5344
-1077,3634,-1250.2549,3761.5344
-1072,3629,-1319.549,3760.3596
-1072,3629,-1319.549,3760.3596
-1072,3624,-1128.5973,3768.5398
-1072,3624,-1128.5973,3768.5398
-1072,3624,-1128.5973,3768.5398
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3619,-1130.0139,3740.9587
-1067,3614,-1079.786,3732.2275
-1067,3614,-1079.786,3732.2275
-1067,3614,-1079.786,3732.2275
-1067,3614,-1079.786,3732.2275
-1067,3614,-1079.786,3732.2275
-1067,3614,-1079.786,3732.2275
-1072,3609,-1049.8729,3725.7437
-1072,3589,-1063.9019,3571.4111
-1072,3574,-1023.2281,3652.8347
-1072,3559,-1031.7385,3696.6453
-1077,3544,-1047.7778,3728.6292
-1077,3529,-1072.1187,3689.8184
-1077,3514,-1104.4325,3450.868
-1077,3499,-1095.6353,3704.594
-1082,3484,-1043.6421,3508.8005
-1082,3469,-991.3124,3379.7822
-1082,3454,-1034.8859,3244.8257
-1082,3439,-1065.4811,3407.8655
-1087,3424,-1120.0347,3299.095
-1087,3404,-1067.1211,3288.077
-1087,3389,-1168.8882,3513.217
-1087,3374,-1089.999,3616.3457
-1092,3359,-1052.2915,3401.442
-1092,3344,-1043.6188,3199.255
-1092,3329,-1074.6078,3242.3323
-1092,3314,-1117.9247,3173.3484
-1097,3299,-1119.144,3183.561
-1097,3284,-1091.8213,3192.7754
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1097,3274,-1082.1608,3360.9373
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1092,3269,-1182.613,3396.1438
-1082,3264,-1114.213,3354.5476
-1082,3264,-1114.213,3354.5476
-1082,3264,-1114.213,3354.5476
-1082,3264,-1114.213,3354.5476
-1082,3264,-1114.213,3354.5476
-1082,3264,-1114.213,3354.5476
-1077,3264,-1101.9507,3315.9668
-1062,3264,-1043.8124,3247.913
-1047,3259,-1055.3701,3264.0
-1032,3259,-1070.2388,3262.9985
-1017,3259,-1042.4755,3248.562
-997,3254,-1005.04706,3146.6548
-982,3254,-957.96155,3105.2651
-967,3254,-939.32385,3160.7695
-952,3249,-947.62866,3161.2942
-937,3249,-896.6244,3119.2468
-922,3249,-907.82544,3152.3567
-907,3249,-901.04913,3172.8342
-892,3244,-890.36694,3130.0835
-877,3244,-878.7198,3135.2332
-862,3244,-897.4172,3161.0576
-847,3239,-861.97186,3171.8274
-832,3239,-850.4821,3148.5076
-812,3239,-812.6671,3157.6782
-797,3239,-794.24567,3160.0823
-782,3234,-762.91125,3166.4302
-767,3234,-674.56934,3076.8123
-752,3234,-697.7055,3098.7493
-737,3229,-675.2986,3098.788
-722,3229,-682.903,3114.7026
-707,3229,-681.4807,3094.1206
-517,3724,-577.97986,3757.6167
-517,3724,-577.97986,3757.6167
-517,3724,-577.97986,3757.6167
-522,3719,-600.41266,3754.8005
-522,3719,-600.41266,3754.8005
-527,3709,-591.63,3728.5251
-537,3699,-545.61066,3755.538
-547,3689,-562.4099,3780.5842
-557,3679,-566.71454,3786.7014
-567,3669,-538.278,3769.0598
-567,3669,-538.278,3769.0598
-577,3654,-668.49744,3487.0237
-587,3644,-678.8561,3718.5767
-602,3634,-654.86584,3772.2434
-612,3619,-560.90857,3702.241
-612,3619,-560.90857,3702.241
-622,3609,-507.97864,3545.0122
-632,3599,-563.3679,3526.605
-642,3589,-706.6588,3404.0076
-652,3574,-631.2383,3591.0142
-662,3564,-612.34344,3689.6506
-672,3554,-597.1273,3766.239
-682,3544,-640.9584,3720.641
-682,3544,-640.9584,3720.641
-692,3529,-681.49945,3655.9663
-707,3519,-712.5073,3594.9036
-717,3509,-796.03546,3718.132
-727,3494,-801.38293,3733.4192
-727,3494,-801.38293,3733.4192
-737,3484,-814.5159,3574.05
-747,3474,-754.4794,3382.4768
-757,3464,-698.43805,3506.3723
-757,3464,-698.43805,3506.3723
-757,3464,-698.43805,3506.3723
-757,3464,-698.43805,3506.3723
-767,3449,-752.9711,3559.0476
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3449,-753.5543,3495.056
-762,3439,-782.3101,3546.453
-762,3439,-782.3101,3546.453
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3444,-774.00885,3525.7595
-757,3434,-790.61743,3632.5417
-757,3434,-790.61743,3632.5417
-757,3434,-790.61743,3632.5417
-752,3434,-771.83966,3659.3809
-752,3434,-771.83966,3659.3809
-747,3424,-755.2904,3512.9414
-737,3409,-786.12805,3626.567
-737,3409,-786.12805,3626.567
-732,3399,-692.64636,3392.218
-727,3384,-754.8884,3397.3608
-717,3374,-749.3408,3583.304
-712,3359,-725.22076,3453.2158
-702,3344,-668.793,3345.9077
-697,3334,-729.6567,3269.0227
-687,3319,-699.8424,3197.1697
-677,3304,-806.10767,3522.455
-672,3294,-702.6906,3283.4214
-662,3279,-694.6623,3130.171
-657,3264,-692.98236,3310.869
-647,3254,-831.9454,3231.5303
-642,3239,-742.19806,3178.1318
-632,3224,-644.0362,3261.0298
-627,3214,-642.2005,3235.982
-627,3214,-642.2005,3235.982
-617,3199,-629.8329,3333.2083
-607,3184,-661.51764,3392.798
-602,3169,-671.23724,3070.8218
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-592,3159,-665.8344,3111.8274
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-597,3154,-650.79193,3123.341
-602,3149,-681.0755,3143.8687
-602,3149,-681.0755,3143.8687
-602,3149,-681.0755,3143.8687
-602,3144,-699.1729,3132.7354
-612,3139,-695.69037,3137.1807
-622,3129,-609.9631,3085.9004
-632,3119,-722.1843,3030.8467
-642,3109,-669.1804,3066.2124
-657,3099,-665.23553,3078.946
-667,3089,-679.8245,3313.454
-682,3084,-677.39667,3270.1
-692,3074,-753.64703,3132.1145
-702,3064,-824.80707,3099.9746
-702,3064,-824.80707,3099.9746
-717,3054,-725.6327,3049.752
