RealX,RealY,RoundedX,RoundedY,PredictedX,PredictedY,KalmanX,KalmanY
-1185.7300000000007,3738.5,-1187,3739,-1191.7484,3834.785,-1182.3782744013645,3738.578200178499
-1170.7335406748264,3724.318458467534,-1172,3724,-1167.2885,3716.556,-1167.543839235772,3723.833113112386
-1155.7374657501748,3710.1372774158963,-1157,3709,-1190.864,3731.3196,-1157.0978193716126,3712.188782072005
-1140.741556371006,3695.956274574298,-1142,3694,-1181.8715,3669.7764,-1147.8774697437364,3694.0737101619425
-1125.7455150832172,3681.7751453967344,-1127,3679,-1191.6052,3740.543,-1142.4641275598988,3689.683617028724
-1114.4983968246029,3671.139212782226,-1112,3669,-1081.8795,3709.5308,-1123.1752362342518,3684.127119952228
-1110.7493485573061,3667.593893194078,-1112,3669,-1081.8795,3709.5308,-1113.7965946253364,3684.9658131382093
-1099.5021880474249,3656.9579188722482,-1097,3654,-1096.3406,3612.6255,-1101.680220281873,3664.584825567653
-1095.7531309390429,3653.4125905105907,-1097,3654,-1096.3406,3612.6255,-1097.7379097054677,3653.9801228041947
-1080.756892493625,3639.2312670374786,-1082,3639,-1096.0049,3586.691,-1085.0698898771236,3631.1444457688585
-1077.0078312753383,3635.685934560547,-1077,3634,-1101.2985,3589.4282,-1087.5037748959303,3624.887810417036
-1077.0076515142998,3635.6858028433053,-1077,3634,-1101.2985,3589.4282,-1089.431812382537,3619.93159586215
-1077.006515089993,3635.6857732290664,-1077,3634,-1101.2985,3589.4282,-1090.999934822761,3615.900622633996
-1077.005751575312,3635.685747395866,-1077,3634,-1101.2985,3589.4282,-1092.3013282790587,3612.555323536472
-1077.005302160342,3635.685724678205,-1077,3634,-1101.2985,3589.4282,-1093.398387514481,3609.735294363619
-1077.0051170939755,3635.6857046107234,-1077,3634,-1101.2985,3589.4282,-1094.3345730702947,3607.328808837773
-1077.005154767583,3635.685686866062,-1077,3634,-1101.2985,3589.4282,-1092.8963196181912,3601.2596603878474
-1074.7445863770542,3630.9803578134997,-1072,3629,-1074.5314,3662.441,-1088.557434126355,3604.2129249961945
-1073.1182281811798,3627.613849905515,-1072,3629,-1074.5314,3662.441,-1084.7309044337796,3606.726866791383
-1072.6969974024732,3627.2190884619527,-1072,3624,-1090.0842,3579.7566,-1083.066105172381,3599.720547098948
-1072.3275719168735,3626.8718290413894,-1072,3624,-1090.0842,3579.7566,-1081.5759187123172,3593.506329457032
-1070.5879961404064,3625.2408154447035,-1072,3624,-1090.0842,3579.7566,-1080.2402650807678,3587.981694818576
-1068.685816319054,3618.9899179923204,-1067,3619,-1085.449,3573.347,-1078.6162683898724,3582.267789558661
-1068.7340684563674,3618.9593025057716,-1067,3619,-1085.449,3573.347,-1079.4056262782647,3581.237200426998
-1068.7760461083687,3618.940421284193,-1067,3619,-1099.7849,3619.3474,-1081.7186529875692,3585.56257946214
-1068.811101900658,3618.9301924470305,-1067,3619,-1099.7849,3619.3474,-1083.7402614651614,3589.3430293475676
-1068.8392254845194,3618.926173217432,-1067,3619,-1085.449,3573.347,-1083.9292962727066,3587.5733050021013
-1068.8608170041116,3618.926413067136,-1067,3619,-1085.449,3573.347,-1084.0959002211575,3586.013597884178
-1068.8765059116315,3618.929395073484,-1067,3619,-1099.7849,3619.3474,-1085.803535399648,3589.641707545632
-1068.8870253647656,3618.933971855976,-1067,3619,-1099.7849,3619.3474,-1087.3164882258075,3592.8561971262516
-1068.8947542554224,3618.939316533483,-1067,3619,-1085.449,3573.347,-1086.603264849949,3586.542147122884
-1069.3362211627873,3614.1852673367057,-1067,3614,-1064.0665,3605.274,-1083.6725536398046,3584.337639594798
-1069.6890158997624,3612.8060613973225,-1067,3614,-1064.0665,3605.274,-1081.0624525487644,3582.361537817068
-1069.6891333183535,3612.805945732964,-1067,3614,-1091.6719,3515.794,-1081.682393729503,3571.0390396152525
-1069.6892228813226,3612.8058395134276,-1067,3614,-1064.0665,3605.274,-1079.293038302004,3570.4679805324454
-1069.689313455294,3612.8057221817444,-1067,3614,-1064.0665,3605.274,-1077.1606780850893,3569.951376722635
-1069.9503001678547,3612.5915670912436,-1067,3614,-1091.6719,3515.794,-1078.1898088315295,3559.97795711927
-1071.494148317739,3592.4271253393745,-1072,3589,-1060.7614,3569.944,-1073.8499458473086,3544.991802119148
-1073.168043250216,3571.879507170758,-1072,3569,-1045.0663,3598.2905,-1067.41754415763,3537.3829970895754
-1074.8452176937276,3551.3038041864675,-1072,3549,-1018.99524,3503.679,-1057.2379437808158,3515.965235936512
-1076.519374145648,3530.7272747328466,-1077,3529,-1085.5542,3491.6223,-1060.488600907626,3496.09376251517
-1078.1947376452454,3510.15499266376,-1077,3509,-1062.1182,3469.6716,-1058.932977007978,3475.795321017467
-1079.8723323751406,3489.5842050102074,-1077,3489,-1047.8234,3452.5605,-1054.9477147554196,3456.075849142774
-1081.5502841258337,3469.0131180444105,-1082,3469,-1078.6534,3421.827,-1057.7233288836997,3434.1979941143913
-1083.227770889581,3448.4416335543865,-1082,3449,-1049.0854,3415.6748,-1054.1813177630188,3415.3844916959038
-1084.9050015872344,3427.870055383992,-1082,3429,-1067.0153,3448.0447,-1054.8820905646517,3406.6995117467077
-1086.5822485118529,3407.2985131453884,-1087,3404,-1080.3552,3447.8545,-1058.1043759989602,3399.7408830643612
-1088.2595550027931,3386.726998809967,-1087,3384,-1072.4156,3431.6792,-1059.1143945987633,3390.9757351614676
-1089.9368738497537,3366.1554867164687,-1087,3364,-1075.1797,3413.786,-1060.4779832715085,3380.40561686461
-1091.6141813726135,3345.583969882807,-1092,3344,-1077.8271,3265.8196,-1062.1000821791108,3342.4133208608046
-1093.2914818642369,3325.012450877735,-1092,3324,-1055.385,3368.9285,-1058.9127205938883,3332.596067114402
-1094.9687825761498,3304.440931978079,-1092,3304,-1095.3021,3351.211,-1064.3432196831277,3321.2037219351523
-1096.6460849150183,3283.8694135055134,-1097,3284,-1078.4769,3399.8801,-1065.3202057811409,3321.8189828172813
-1097.4847363012623,3273.583654327268,-1097,3274,-1096.8684,3374.7861,-1070.642191032581,3327.6890707718794
-1097.484864750776,3273.583474688705,-1097,3274,-1086.588,3259.4958,-1073.2573081508651,3316.508277199635
-1097.4858161590325,3273.58340324895,-1097,3274,-1096.8684,3374.7861,-1076.7993107294506,3325.2493676374734
-1097.4866662408283,3273.5833435543514,-1097,3274,-1080.6754,3288.5684,-1077.3412085880789,3320.122174175116
-1097.4873103662355,3273.583293525409,-1097,3274,-1096.8684,3374.7861,-1079.9220576102575,3327.3462081773746
-1097.487675730364,3273.583251547202,-1097,3274,-1080.6754,3288.5684,-1080.0172876774213,3322.445721408015
-1097.4877213517093,3273.583216325042,-1097,3274,-1096.8684,3374.7861,-1082.0722291399165,3328.8280653431516
-1097.487433515124,3273.5831868010728,-1097,3274,-1080.6754,3288.5684,-1081.9066978800095,3324.0570000650573
-1097.4868192629417,3273.5831620966433,-1097,3274,-1080.6754,3288.5684,-1081.7640763926584,3319.9462679280514
-1097.4858999035775,3273.583141472477,-1097,3274,-1086.588,3259.4958,-1082.3127629804428,3313.07086038819
-1097.4847054084198,3273.5831243008815,-1097,3274,-1086.588,3259.4958,-1082.7919832392788,3307.065804764917
-1097.483269993232,3273.583110045943,-1097,3274,-1086.588,3259.4958,-1083.2125393939339,3301.795787608268
-1097.4816288599905,3273.583098248968,-1097,3274,-1080.6754,3288.5684,-1082.9340766368007,3300.344029477584
-1097.479815965638,3273.5830885173264,-1097,3274,-1096.8684,3374.7861,-1081.2983787758517,3305.127609175395
-1094.8244721705548,3270.4862289811304,-1092,3269,-1064.8516,3244.935,-1079.5173578508607,3298.6095849136846
-1094.8655921259876,3270.5035061600092,-1092,3269,-1072.5918,3256.9985,-1075.4626411900565,3290.981693375276
