RoundedX,RoundedY,PredictedX,PredictedY
-1187,3739,-1139.1788,3795.4133
-1172,3729,-1132.8903,3721.037
-1162,3714,-1190.7833,3691.9302
-1152,3704,-1158.8794,3671.1838
-1142,3694,-1146.8433,3627.934
-1127,3684,-1193.1392,3596.228
-1117,3674,-1141.3347,3690.8438
-1107,3664,-1115.9181,3724.5767
-1097,3654,-1113.6339,3682.3467
-1097,3654,-1113.6339,3682.3467
-1082,3644,-1069.4026,3649.2437
-1077,3634,-1056.8096,3683.3103
-1077,3634,-1056.8096,3683.3103
-1077,3634,-1056.8096,3683.3103
-1077,3634,-1056.8096,3683.3103
-1077,3634,-1056.8096,3683.3103
-1077,3634,-1056.8096,3683.3103
-1077,3634,-1056.8096,3683.3103
-1072,3629,-1067.2363,3632.6113
-1072,3629,-1067.2363,3632.6113
-1072,3624,-1088.7507,3640.1191
-1072,3624,-1088.7507,3640.1191
-1072,3624,-1088.7507,3640.1191
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3619,-1078.5356,3652.2625
-1067,3614,-1070.5797,3631.2812
-1067,3614,-1070.5797,3631.2812
-1067,3614,-1070.5797,3631.2812
-1067,3614,-1070.5797,3631.2812
-1067,3614,-1070.5797,3631.2812
-1067,3614,-1070.5797,3631.2812
-1072,3609,-1065.5549,3595.4502
-1072,3589,-1050.5283,3474.0754
-1072,3574,-1033.6715,3456.6199
-1072,3559,-1060.841,3595.7783
-1077,3544,-1075.0282,3555.7659
-1077,3529,-1064.9795,3581.1287
-1077,3514,-1047.7792,3459.4968
-1077,3499,-1078.794,3546.5703
-1082,3484,-1062.405,3423.211
-1082,3469,-1062.1497,3364.67
-1082,3454,-1061.1409,3201.5361
-1082,3439,-1102.4957,3409.0723
-1087,3424,-1055.3885,3468.5325
-1087,3404,-1117.4045,3359.959
-1087,3389,-1101.9495,3536.4175
-1087,3374,-1064.0592,3428.8743
-1092,3359,-1063.8376,3353.9937
-1092,3344,-1051.8286,3226.8044
-1092,3329,-1067.5308,3291.2725
-1092,3314,-1089.1425,3390.0564
-1097,3299,-1076.8046,3354.7131
-1097,3284,-1081.0781,3314.164
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1097,3274,-1090.3368,3210.2158
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1092,3269,-1066.1932,3166.1611
-1082,3264,-1059.6764,3236.0225
-1082,3264,-1059.6764,3236.0225
-1082,3264,-1059.6764,3236.0225
-1082,3264,-1059.6764,3236.0225
-1082,3264,-1059.6764,3236.0225
-1082,3264,-1059.6764,3236.0225
-1077,3264,-1040.3427,3216.03
-1062,3264,-1055.5348,3276.082
-1047,3259,-1052.3871,3256.8123
-1032,3259,-1051.8068,3275.944
-1017,3259,-1038.7899,3238.5913
-997,3254,-1032.4647,3198.5938
-982,3254,-1014.4696,3216.24
-967,3254,-958.5542,3197.1667
-952,3249,-902.326,3222.182
-937,3249,-873.03296,3166.1052
-922,3249,-878.0613,3209.134
-907,3249,-879.553,3243.7964
-892,3244,-864.0223,3222.6926
-877,3244,-866.0104,3243.815
-862,3244,-864.3736,3231.998
-847,3239,-871.38635,3245.0498
-832,3239,-852.7771,3195.8567
-812,3239,-859.90765,3202.8867
-797,3239,-855.94635,3198.4785
-782,3234,-843.1005,3149.2212
-767,3234,-749.06824,3144.9302
-752,3234,-738.2725,3128.9133
-737,3229,-699.5965,3161.4539
-722,3229,-700.6881,3176.9583
-707,3229,-685.8435,3105.3247
-517,3724,-518.95746,3690.4421
-517,3724,-518.95746,3690.4421
-517,3724,-518.95746,3690.4421
-522,3719,-493.67648,3627.1309
-522,3719,-493.67648,3627.1309
-527,3709,-572.5974,3676.705
-537,3699,-559.9392,3707.0403
-547,3689,-525.22205,3640.091
-557,3679,-550.08344,3736.371
-567,3669,-542.4971,3719.0178
-567,3669,-542.4971,3719.0178
-577,3654,-574.3572,3632.04
-587,3644,-585.2405,3623.765
-602,3634,-619.95746,3618.3833
-612,3619,-580.431,3651.0085
-612,3619,-580.431,3651.0085
-622,3609,-574.2586,3587.5173
-632,3599,-600.6122,3513.7334
-642,3589,-608.3568,3489.7676
