RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1368.594,3930.744
-1342,3929,-1361.656,3870.5408
-1327,3914,-1367.2809,3884.1255
-1312,3899,-1362.016,3930.4602
-1297,3884,-1281.4714,3908.709
-1282,3874,-1269.3696,3894.3926
-1267,3859,-1272.9453,3885.408
-1252,3844,-1240.1569,3854.4526
-1237,3829,-1222.1226,3921.523
-1222,3814,-1205.5342,3869.181
-1207,3799,-1151.4481,3847.1892
-1192,3789,-1153.7097,3851.9387
-1177,3774,-1156.4867,3811.4165
-1162,3759,-1171.0514,3796.6697
-1147,3744,-1202.4526,3720.5325
-1132,3729,-1131.5472,3741.8635
-1117,3714,-1105.171,3702.2234
-1102,3704,-1113.7562,3702.748
-1087,3689,-1118.0648,3704.2427
-1072,3674,-1079.3479,3634.9949
-1057,3659,-1068.2145,3611.79
-1042,3644,-1064.8456,3579.5557
-1027,3629,-1012.92444,3532.7197
-1012,3619,-992.36554,3541.7524
-997,3604,-997.6048,3548.194
-982,3589,-975.53723,3566.279
-967,3574,-982.5274,3550.049
-952,3559,-962.8405,3540.3328
-937,3544,-961.8066,3508.5002
-922,3534,-970.9397,3476.3608
-907,3519,-887.5903,3473.9333
-892,3504,-893.2712,3460.0232
-877,3489,-884.98346,3452.3884
-862,3474,-862.5695,3439.2937
-847,3459,-810.214,3465.4114
-832,3444,-872.4604,3436.954
-817,3434,-849.40875,3432.285
-802,3419,-812.96674,3387.907
-787,3404,-787.0784,3401.897
-772,3389,-770.47003,3395.6086
-757,3374,-771.9046,3402.6824
-742,3359,-718.3015,3260.6313
-727,3349,-694.61523,3302.166
-712,3334,-739.6457,3301.2383
-697,3319,-685.70795,3270.1492
-682,3304,-642.2812,3260.7935
-667,3289,-661.07764,3296.4917
-652,3274,-671.8692,3230.9639
-637,3264,-655.8258,3236.6665
-622,3249,-625.9624,3222.373
-607,3234,-623.09406,3273.1572
-592,3219,-581.5739,3245.2546
-577,3204,-563.94006,3207.5913
-562,3189,-560.24976,3202.768
-547,3179,-486.00726,3202.3
-532,3164,-527.3412,3198.43
-517,3149,-528.40875,3171.1174
-502,3134,-490.02426,3133.0632
-487,3119,-491.8247,3148.844
-472,3104,-487.10757,3140.686
-457,3094,-457.71057,3134.2183
-442,3079,-428.3556,3112.293
-427,3064,-423.2607,3096.2227
-412,3049,-417.05496,3071.0234
-397,3034,-400.6929,3040.6433
-382,3019,-409.57843,3054.4607
-367,3009,-386.15216,2959.1702
-352,2994,-390.96982,2987.14
-337,2979,-350.28738,3026.2322
-322,2964,-251.50311,2986.9744
