RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1152.1678,3669.3152
-1347,3934,-1000.146,3742.229
-1337,3919,-1169.0804,3720.1848
-1322,3909,-1302.7128,3728.4014
-1322,3909,-1302.7128,3728.4014
-1312,3899,-933.08325,3787.102
-1302,3889,-1252.3666,3752.2056
-1292,3879,-1222.5328,3712.9658
-1277,3869,-1242.6329,3726.078
-1267,3859,-1098.6897,3587.7883
-1257,3849,-1113.6765,3526.3357
-1247,3834,-1210.0402,3784.4622
-1232,3824,-1253.0374,3656.6428
-1232,3824,-1253.0374,3656.6428
-1222,3814,-1130.7197,3736.3784
-1212,3804,-1253.1578,3419.1565
-1202,3794,-1280.8002,3713.7837
-1187,3784,-1274.1997,3651.8232
-1177,3774,-1217.966,3734.9673
-1167,3764,-1115.5128,3546.705
-1157,3749,-955.0583,3367.3242
-1142,3739,-1032.666,3743.0935
-1142,3739,-1032.666,3743.0935
-1132,3729,-1307.3496,3787.411
-1122,3719,-1296.4586,3585.099
-1112,3709,-1021.8647,3655.3274
-1097,3699,-1166.8539,3742.3386
-1087,3689,-1279.862,3741.7205
-1077,3679,-1106.1805,3767.0261
-1067,3664,-1070.8622,3750.5679
-1052,3654,-1048.0521,3761.1255
-1052,3654,-1048.0521,3761.1255
-1042,3644,-776.8082,3769.57
-1032,3634,-1219.7657,3735.8547
-1022,3624,-1020.5062,3743.179
-1007,3614,-1147.2715,3698.6804
-997,3604,-1138.853,3717.1772
-987,3594,-1117.6829,2887.5312
-977,3579,-767.5243,3732.2107
-962,3569,-986.80005,3730.3657
-962,3569,-986.80005,3730.3657
-952,3559,-879.69745,3604.9595
-942,3549,-903.42426,3493.1482
-932,3539,-857.5373,3590.2114
-917,3529,-883.5691,3511.919
-907,3519,-588.6489,3268.0837
-897,3509,-584.58276,3425.1184
-887,3494,-880.21954,3431.4375
-872,3484,-967.4061,3444.994
-872,3484,-967.4061,3444.994
-862,3474,-948.99,3160.5996
-852,3464,-965.3652,2869.4492
-842,3454,-1027.5287,3736.878
-827,3444,-479.9953,3528.5447
-817,3434,-850.8543,3755.751
-807,3424,-807.5583,3628.116
-797,3409,-840.65076,3461.5664
-782,3399,-827.70953,3488.3906
-782,3399,-827.70953,3488.3906
-772,3389,-929.6767,3531.3577
-762,3379,-801.7976,3038.9062
-752,3369,-851.72253,3137.1204
-737,3359,-758.1776,3412.7551
-727,3349,-808.8307,3186.875
-717,3339,-741.44305,3375.441
-707,3324,-609.36786,3298.118
-692,3314,-711.2187,3311.8389
-692,3314,-711.2187,3311.8389
-682,3304,-843.23755,3599.8276
-672,3294,-799.87256,3497.2092
-662,3284,-732.1485,3157.6272
-647,3274,-588.32947,3048.7217
-637,3264,-720.03894,3273.7178
-627,3249,-597.0216,3232.5269
-617,3239,-678.23456,3346.9998
-602,3229,-649.5799,3459.0793
-602,3229,-649.5799,3459.0793
-592,3219,-512.0848,3025.0151
-582,3209,-399.17636,3229.5942
-572,3199,-537.9874,3395.432
-557,3189,-502.30066,3220.1648
-547,3179,-679.0105,3109.8367
-537,3164,-639.3452,3033.9067
-527,3154,-456.4454,3042.5144
-512,3144,-543.6394,3236.9192
-512,3144,-543.6394,3236.9192
-502,3134,-491.12833,3039.732
-492,3124,-315.78082,3285.634
-482,3114,-524.354,3576.1323
-467,3104,-561.8508,3102.3018
-457,3094,-454.86365,3237.4739
-447,3079,-365.82294,3237.5986
-437,3069,-530.1386,3482.733
-422,3059,-600.3924,3171.3628
-412,3049,-437.2909,3139.4978
-402,3039,-433.57446,3424.4302
-392,3029,-409.25354,3033.6191
-377,3019,-431.95108,3212.154
-367,3009,-372.26413,3051.8154
-357,2994,-394.74237,3026.0168
-347,2984,-400.98648,3023.723
-332,2974,-364.60278,2986.3267
-322,2964,-379.89767,3054.8455
