RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1365.8783,3894.647
-1342,3929,-1357.2524,3864.664
-1327,3914,-1367.8395,3880.0327
-1312,3899,-1358.1697,3899.4343
-1297,3884,-1273.9275,3871.1304
-1282,3874,-1265.1636,3867.0498
-1267,3859,-1295.2657,3872.6472
-1252,3844,-1240.0758,3823.781
-1237,3829,-1225.3114,3884.3064
-1222,3814,-1220.3077,3858.9277
-1207,3799,-1139.8558,3847.671
-1192,3789,-1165.2738,3854.8625
-1177,3774,-1153.18,3799.808
-1162,3759,-1174.1771,3783.6948
-1147,3744,-1200.895,3773.166
-1132,3729,-1135.3505,3747.0576
-1117,3714,-1096.8887,3683.6187
-1102,3704,-1113.2198,3698.4238
-1087,3689,-1117.8715,3710.3657
-1072,3674,-1079.0934,3650.5457
-1057,3659,-1048.7825,3703.3613
-1042,3644,-1074.8821,3596.6487
-1027,3629,-1006.84827,3551.673
-1012,3619,-992.76733,3557.8374
-997,3604,-998.74304,3547.7266
-982,3589,-988.03534,3554.4946
-967,3574,-982.92834,3531.6062
-952,3559,-968.42596,3548.7986
-937,3544,-964.9438,3475.9622
-922,3534,-968.82446,3501.9275
-907,3519,-904.50287,3492.7712
-892,3504,-868.4984,3475.9685
-877,3489,-887.76196,3452.423
-862,3474,-863.1003,3445.3743
-847,3459,-811.5311,3466.99
-832,3444,-873.011,3445.404
-817,3434,-835.6554,3466.1287
-802,3419,-815.7218,3408.1008
-787,3404,-787.467,3402.036
-772,3389,-775.2496,3398.531
-757,3374,-760.0673,3418.7378
-742,3359,-708.7946,3322.8157
-727,3349,-686.7202,3313.063
-712,3334,-727.5503,3341.4573
-697,3319,-672.9761,3243.2595
-682,3304,-644.38446,3250.3857
-667,3289,-662.7973,3291.181
-652,3274,-659.86005,3146.3745
-637,3264,-663.0563,3240.3306
-622,3249,-639.6797,3238.5493
-607,3234,-613.02386,3343.8186
-592,3219,-582.20953,3238.2522
-577,3204,-564.2807,3189.2104
-562,3189,-562.6687,3178.2302
-547,3179,-462.36597,3186.718
-532,3164,-521.5407,3151.5356
-517,3149,-530.81586,3185.1685
-502,3134,-477.20197,3150.1423
-487,3119,-488.15912,3125.7283
-472,3104,-480.92676,3125.6077
-457,3094,-443.03564,3119.4941
-442,3079,-419.87238,3085.3958
-427,3064,-422.63052,3039.5007
-412,3049,-429.71582,3046.359
-397,3034,-385.4209,2970.8535
-382,3019,-363.0626,3032.776
-367,3009,-355.57358,2942.9583
-352,2994,-368.86377,2926.3362
-337,2979,-345.62195,3020.8135
-322,2964,-250.5144,2907.5193
