RoundedX,RoundedY,PredictedX,PredictedY
-1187,3739,-945.6285,3746.4563
-1172,3729,-1276.8313,3776.752
-1162,3714,-1134.1803,3759.007
-1152,3704,-1203.643,3729.4666
-1142,3694,-1189.0574,3756.308
-1127,3684,-1182.6205,3425.934
-1117,3674,-1111.3099,3718.3516
-1107,3664,-1147.3413,3771.0261
-1097,3654,-1071.372,3721.5752
-1097,3654,-1071.372,3721.5752
-1082,3644,-962.4601,3761.3035
-1077,3634,-1090.1962,3747.2627
-1077,3634,-894.84204,3712.935
-1077,3634,-1090.1962,3747.2627
-1077,3634,-894.84204,3712.935
-1077,3634,-894.84204,3712.935
-1077,3634,-1090.1962,3747.2627
-1077,3634,-894.84204,3712.935
-1072,3629,-1261.1426,3734.5852
-1072,3629,-1261.1426,3734.5852
-1072,3624,-1312.1168,3759.566
-1072,3624,-1312.1168,3759.566
-1072,3624,-1312.1168,3759.566
-1067,3619,-1056.8773,3645.6973
-1067,3619,-1056.8773,3645.6973
-1067,3619,-1015.7005,3605.2454
-1067,3619,-1226.5309,3732.9585
-1067,3619,-1056.8773,3645.6973
-1067,3619,-1056.8773,3645.6973
-1067,3619,-1226.5309,3732.9585
-1067,3619,-1056.8773,3645.6973
-1067,3619,-1056.8773,3645.6973
-1067,3614,-1174.3547,3657.4885
-1067,3614,-1174.3547,3657.4885
-1067,3614,-1174.3547,3657.4885
-1067,3614,-1174.3547,3657.4885
-1067,3614,-1174.3547,3657.4885
-1067,3614,-1106.4779,3389.052
-1072,3609,-1019.96295,3685.3384
-1072,3589,-1084.9022,3568.9822
-1072,3574,-1136.2572,3579.592
-1072,3559,-827.2359,3188.1184
-1077,3544,-1028.59,3572.019
-1077,3529,-1073.3793,3763.2874
-1077,3514,-893.78186,3209.1404
-1077,3499,-1034.5475,3681.3845
-1082,3484,-828.0736,3395.7783
-1082,3469,-713.4195,2414.6638
-1082,3454,-710.2709,2721.6453
-1082,3439,-1047.7357,3295.2083
-1087,3424,-1158.7924,3381.3213
-1087,3404,-968.9908,3271.8542
-1087,3389,-1053.6565,3445.1553
-1087,3374,-927.32556,3399.2354
-1092,3359,-1053.1119,3442.6748
-1092,3344,-1154.7488,3184.8481
-1092,3329,-777.5978,3037.0823
-1092,3314,-1111.4636,3419.5842
-1097,3299,-957.9206,3397.5437
-1097,3284,-1027.4702,3052.2559
-1097,3274,-1023.7227,3560.18
-1097,3274,-972.6211,3107.29
-1097,3274,-972.6211,3107.29
-1097,3274,-1044.9287,3453.645
-1097,3274,-1015.94806,3560.962
-1097,3274,-1023.7227,3560.18
-1097,3274,-1023.7227,3560.18
-1097,3274,-1015.94806,3560.962
-1097,3274,-1093.6738,3433.4749
-1097,3274,-1023.7227,3560.18
-1097,3274,-1044.9287,3453.645
-1097,3274,-1015.94806,3560.962
-1097,3274,-1023.7227,3560.18
-1097,3274,-972.6211,3107.29
-1092,3269,-1175.7948,3405.2327
-1092,3269,-1093.5736,3424.8154
-1092,3269,-1175.7948,3405.2327
-1092,3269,-1194.4891,2995.8352
-1092,3269,-1175.7948,3405.2327
-1092,3269,-1200.4932,3515.2654
-1092,3269,-1093.5736,3424.8154
-1092,3269,-1175.7948,3405.2327
-1092,3269,-1093.5736,3424.8154
