RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1218.4048,3369.925
-1352,3934,-1269.2708,3718.5093
-1337,3924,-1165.8848,3577.449
-1332,3919,-1116.0048,3461.1145
-1322,3909,-892.7074,3144.3896
-1322,3909,-892.7074,3144.3896
-1312,3899,-1065.0829,3603.2607
-1307,3894,-1046.3906,3584.3435
-1292,3884,-1238.0,3662.8286
-1287,3874,-1133.9031,3792.302
-1277,3864,-1157.0549,3609.693
-1267,3859,-1186.9431,3666.4673
-1262,3849,-1138.0891,3539.9438
-1247,3839,-1096.2522,3789.7505
-1242,3834,-786.21545,3387.8484
-1232,3824,-1160.6261,3624.8745
-1232,3824,-1160.6261,3624.8745
-1222,3814,-1214.6713,3579.9775
-1217,3809,-1208.3135,3611.192
-1202,3799,-1161.5139,3549.5574
-1197,3789,-1182.4404,2087.4346
-1187,3779,-1046.346,3738.2283
-1177,3774,-1147.1185,3684.1624
-1172,3764,-1245.7585,3593.044
-1157,3754,-1234.8627,3805.4858
-1152,3749,-1210.9006,3747.5623
-1142,3739,-1183.8572,3816.8462
-1142,3739,-1183.8572,3816.8462
-1132,3729,-928.14856,3719.4448
-1127,3724,-912.05914,3614.8835
-1127,3724,-912.05914,3614.8835
-1112,3714,-1152.3574,3544.896
-1107,3704,-1214.1697,3365.1704
-1097,3694,-1200.6914,3412.4263
-1087,3689,-1181.9525,3614.7158
-1082,3679,-1188.7404,3813.6023
-1067,3669,-1235.116,3492.635
-1062,3664,-1167.9313,3227.4336
-1052,3654,-1159.7174,2447.4712
-1052,3654,-1159.7174,2447.4712
-1042,3644,-1152.709,2882.0874
-1037,3639,-571.8536,3451.787
-1037,3639,-571.8536,3451.787
-1022,3629,-851.36816,2757.2253
-1017,3619,-1019.2923,3497.1455
-1007,3609,-1004.5156,3021.8948
-997,3604,-1028.1517,2950.2412
-992,3594,-1179.1763,3533.2412
-977,3584,-977.1811,2617.5337
-972,3579,-979.4807,3149.209
-962,3569,-1105.1731,3010.7742
-962,3569,-1105.1731,3010.7742
-952,3559,-916.11554,3382.0862
-947,3554,-805.5571,3419.238
-947,3554,-805.5571,3419.238
-932,3544,-728.23,3349.478
-927,3534,-843.20184,3715.0361
-917,3524,-946.27045,3109.6172
-907,3519,-1132.0781,3482.1838
-902,3509,-1068.8516,3568.6143
-887,3499,-990.5571,3627.6426
-882,3494,-873.7871,2182.0183
-872,3484,-877.1938,3417.356
-872,3484,-877.1938,3417.356
-862,3474,-522.41394,3027.0215
-857,3469,-767.436,3054.1182
-857,3469,-767.436,3054.1182
-842,3459,-868.0341,3327.19
-837,3449,-973.9517,3632.3347
-827,3439,-534.8424,2259.7737
-817,3434,-613.25,3337.0022
-812,3424,-782.1251,3641.078
-797,3414,-929.3713,3527.1594
-792,3409,-935.09326,3514.1707
-782,3399,-812.8332,3607.3765
-782,3399,-812.8332,3607.3765
-772,3389,-415.7189,3510.537
-767,3384,-992.5558,3503.7817
-767,3384,-992.5558,3503.7817
-752,3374,-803.1555,3337.705
-747,3364,-672.3284,3461.8394
-737,3354,-669.4231,3643.7378
-727,3349,-443.64706,3352.0833
-722,3339,-637.08057,3099.893
-707,3329,-757.86664,3735.2598
-702,3324,-874.5712,3694.1875
-692,3314,-790.51483,3517.2715
-692,3314,-790.51483,3517.2715
-682,3304,-813.7054,3584.58
-677,3299,-772.0788,3193.1846
-677,3299,-772.0788,3193.1846
-662,3289,-744.38605,3320.3582
-657,3279,-632.7272,3313.7869
-647,3269,-663.082,3668.9297
-637,3264,-846.12854,3484.8782
-632,3254,-837.738,2299.522
-617,3244,-609.6801,3492.8218
-612,3239,-403.2728,2629.0488
-602,3229,-512.6674,3438.8447
-602,3229,-512.6674,3438.8447
-592,3219,-408.28677,2694.6265
-587,3214,-505.48285,3289.3816
-587,3214,-505.48285,3289.3816
-572,3204,-549.833,2480.5513
-567,3194,-709.8163,3283.9102
-557,3184,-635.4928,3278.8796
-547,3179,-545.2908,2433.6045
-542,3169,-479.41492,1928.8889
-527,3159,-379.73013,2321.931
-522,3154,-404.90698,2375.1255
-512,3144,-437.60626,2932.044
-512,3144,-437.60626,2932.044
-502,3134,-336.07367,1824.803
-497,3129,-750.62897,3486.9404
-497,3129,-750.62897,3486.9404
-482,3119,-723.459,3530.3118
-477,3109,-511.45264,3239.7
-467,3099,-513.5573,3321.4834
-457,3094,-511.97098,2404.2107
-452,3084,-678.2914,3555.4797
-437,3074,-499.068,3299.497
-432,3069,-461.269,3094.4565
-422,3054,-366.89755,2203.1921
-412,3049,-344.90063,3057.425
-407,3044,-386.3012,3476.722
-407,3044,-386.3012,3476.722
-392,3034,-413.7248,3042.6113
-387,3024,-572.1852,3410.3982
-377,3014,-360.34842,3301.8657
-367,3009,-404.21887,2778.9084
-362,2999,-562.96277,3222.6426
-347,2989,-464.09882,3456.2961
-342,2984,-495.09305,3482.8916
-332,2969,-459.01706,3326.7063
-322,2964,-390.24387,2208.5266
-317,2959,-321.41098,3041.678
