RealX,RealY,RoundedX,RoundedY,PredictedX,PredictedY,KalmanX,KalmanY
-1185.7300000000007,3738.5,-1187,3739,-1201.7175,3842.9077,-1182.7386039489925,3738.8717955067277
-1170.7335406748264,3724.318458467534,-1172,3724,-1170.0178,3711.306,-1168.0920609834545,3723.6870349624355
-1155.7374657501748,3710.1372774158963,-1157,3709,-1181.7338,3751.5989,-1156.5378101005995,3714.381520981805
-1140.741556371006,3695.956274574298,-1142,3694,-1175.809,3780.0159,-1146.5402130246573,3711.5299315141638
-1125.7455150832172,3681.7751453967344,-1127,3679,-1188.0211,3753.2808,-1140.7657628337709,3706.382714344773
-1114.4983968246029,3671.139212782226,-1112,3669,-1102.2845,3801.8423,-1125.1308532479763,3713.3266183057085
-1110.7493485573061,3667.593893194078,-1112,3669,-1102.2845,3801.8423,-1118.5374418673002,3723.693809434142
-1099.5021880474249,3656.9579188722482,-1097,3654,-1093.666,3713.631,-1105.2442195374401,3713.190449572338
-1095.7531309390429,3653.4125905105907,-1097,3654,-1093.666,3713.631,-1100.3901736644632,3710.2415126978512
-1080.756892493625,3639.2312670374786,-1082,3639,-1091.7875,3584.7764,-1086.5936259848777,3677.870898356835
-1077.0078312753383,3635.685934560547,-1077,3634,-1095.046,3598.694,-1087.8611370292817,3665.995837907336
-1077.0076515142998,3635.6858028433053,-1077,3634,-1095.046,3598.694,-1088.8652565998584,3656.5889856196472
-1077.006515089993,3635.6857732290664,-1077,3634,-1095.046,3598.694,-1089.6819589443855,3648.938243513611
-1077.005751575312,3635.685747395866,-1077,3634,-1095.046,3598.694,-1090.359761416949,3642.58890974002
-1077.005302160342,3635.685724678205,-1077,3634,-1095.046,3598.694,-1090.9311518181037,3637.236535656962
-1077.0051170939755,3635.6857046107234,-1077,3634,-1095.046,3598.694,-1091.4187603940748,3632.6690642190665
-1077.005154767583,3635.685686866062,-1077,3634,-1095.046,3598.694,-1089.593909891241,3624.73805341803
-1074.7445863770542,3630.9803578134997,-1072,3629,-1075.2428,3580.4734,-1085.7113797884294,3615.6984356045004
-1073.1182281811798,3627.613849905515,-1072,3629,-1075.2428,3580.4734,-1082.2836016612735,3607.7375330020927
