RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1365.8901,3918.194
-1342,3929,-1361.682,3870.4758
-1327,3914,-1364.0128,3886.6357
-1312,3899,-1361.8247,3923.95
-1297,3884,-1282.496,3889.918
-1282,3874,-1268.5675,3889.575
-1267,3859,-1271.0255,3881.9766
-1252,3844,-1244.102,3839.3752
-1237,3829,-1222.6554,3909.299
-1232,3824,-1222.4062,3906.8384
-1232,3824,-1222.4377,3916.9648
-1232,3824,-1222.4377,3916.9648
-1232,3824,-1222.4062,3906.8384
-1232,3824,-1222.4377,3916.9648
-1232,3824,-1222.4062,3906.8384
-1232,3824,-1222.4062,3906.8384
-1232,3824,-1222.4062,3906.8384
-1232,3824,-1222.4062,3906.8384
-1227,3819,-1217.0939,3878.16
-1227,3819,-1217.0939,3878.16
-1227,3819,-1217.0939,3878.16
-1227,3814,-1209.8513,3872.8826
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1209.8513,3872.8826
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1209.8513,3872.8826
-1227,3814,-1209.8513,3872.8826
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1205.5802,3874.1738
-1227,3814,-1207.1119,3876.3274
-1227,3814,-1209.8513,3872.8826
-1232,3809,-1210.0881,3835.3735
-1232,3809,-1210.0881,3835.3735
-1237,3804,-1220.713,3827.8552
-1242,3789,-1215.7201,3798.5222
-1252,3769,-1237.9371,3776.4436
-1257,3754,-1218.9254,3837.779
-1267,3734,-1223.5369,3808.601
-1277,3714,-1278.9368,3861.4504
-1282,3694,-1296.351,3710.361
-1292,3679,-1264.2104,3623.5466
-1302,3659,-1343.5602,3664.921
-1312,3639,-1299.663,3558.183
-1317,3619,-1359.9922,3550.9497
-1327,3604,-1323.2017,3577.7324
-1337,3584,-1361.0646,3578.762
-1342,3564,-1373.5266,3581.2744
-1352,3544,-1360.1311,3521.9692
-1362,3524,-1354.5865,3482.2166
-1362,3524,-1354.5865,3482.2166
-1362,3519,-1358.3661,3471.2698
-1362,3519,-1359.1298,3491.3655
-1362,3519,-1359.1298,3491.3655
