RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1343.9559,3693.1338
-1347,3934,-1337.5232,3823.634
-1337,3919,-1337.202,3795.2993
-1322,3909,-1321.6423,3779.5066
-1322,3909,-1321.6423,3779.5066
-1312,3899,-1336.09,3748.0776
-1302,3889,-1332.7697,3628.7725
-1292,3879,-1299.2344,3680.031
-1277,3869,-1249.4913,3800.453
-1267,3859,-1197.9252,3799.913
-1257,3849,-1204.7351,3783.5059
-1247,3834,-1257.848,3676.2773
-1232,3824,-1249.079,3704.3823
-1232,3824,-1249.079,3704.3823
-1232,3824,-1251.189,3710.6887
-1232,3824,-1251.189,3710.6887
-1232,3824,-1251.189,3710.6887
-1232,3824,-1251.189,3710.6887
-1232,3824,-1251.189,3710.6887
-1232,3824,-1251.189,3710.6887
-1232,3824,-1251.189,3710.6887
-1227,3819,-1242.979,3718.156
-1227,3819,-1242.979,3718.156
-1227,3819,-1242.979,3718.156
-1227,3814,-1245.8805,3762.375
-1227,3814,-1215.085,3740.1267
-1227,3814,-1246.2875,3803.7861
-1227,3814,-1242.0664,3768.2388
-1227,3814,-1246.2875,3803.7861
-1227,3814,-1215.085,3740.1267
-1227,3814,-1215.085,3740.1267
-1227,3814,-1215.085,3740.1267
-1227,3814,-1245.8805,3762.375
-1227,3814,-1215.085,3740.1267
-1227,3814,-1242.0664,3768.2388
-1227,3814,-1215.085,3740.1267
-1227,3814,-1242.0664,3768.2388
-1227,3814,-1242.0664,3768.2388
-1232,3809,-1239.6848,3732.6316
-1232,3809,-1239.6848,3732.6316
-1232,3804,-1261.2916,3621.2732
-1232,3804,-1261.2916,3621.2732
-1237,3799,-1264.167,3712.1284
-1237,3799,-1264.167,3712.1284
-1247,3784,-1271.9039,3756.1213
-1252,3769,-1287.9481,3597.5767
-1257,3759,-1261.3306,3578.7717
-1262,3744,-1258.8512,3687.3015
-1272,3729,-1313.9364,3759.7334
-1277,3714,-1320.3627,3723.9644
-1282,3699,-1254.9453,3568.7502
-1287,3684,-1304.3143,3570.111
-1297,3674,-1312.0416,3666.317
-1302,3659,-1324.5468,3701.8472
-1307,3644,-1318.3499,3590.8608
-1312,3629,-1326.6979,3457.666
-1322,3614,-1326.0709,3460.1248
-1327,3604,-1354.4556,3519.902
-1332,3589,-1366.4836,3660.9326
-1337,3574,-1299.9503,3591.741
-1347,3559,-1295.0886,3417.4946
-1352,3544,-1331.4917,3452.6772
-1357,3529,-1348.5449,3546.3105
-1362,3519,-1365.9515,3527.3767
