RoundedX,RoundedY,PredictedX,PredictedY
-1187,3739,-1140.8984,3797.1577
-1172,3729,-1133.6578,3738.1313
-1162,3714,-1204.214,3689.3225
-1152,3704,-1161.6895,3671.6067
-1142,3694,-1147.0112,3640.447
-1127,3684,-1174.6107,3573.0593
-1117,3674,-1144.2789,3693.202
-1107,3664,-1125.472,3725.316
-1097,3654,-1139.8649,3716.732
-1097,3654,-1139.8649,3716.732
-1082,3644,-1065.1244,3625.8403
-1077,3634,-1058.9791,3688.1765
-1077,3634,-1058.9791,3688.1765
-1077,3634,-1055.2996,3688.6228
-1077,3634,-1055.2996,3688.6228
-1077,3634,-1055.2996,3688.6228
-1077,3634,-1055.2996,3688.6228
-1077,3634,-1058.9791,3688.1765
-1072,3629,-1080.8485,3643.826
-1072,3629,-1080.8485,3643.826
-1072,3624,-1096.4489,3626.028
-1072,3624,-1096.4489,3626.028
-1072,3624,-1096.4489,3626.028
-1067,3619,-1076.3988,3661.099
-1067,3619,-1079.7567,3665.0903
-1067,3619,-1076.3988,3661.099
-1067,3619,-1079.7567,3665.0903
-1067,3619,-1076.3988,3661.099
-1067,3619,-1076.3988,3661.099
-1067,3619,-1076.6897,3661.937
-1067,3619,-1076.3988,3661.099
-1067,3619,-1076.6897,3661.937
-1067,3614,-1080.9381,3647.8184
-1067,3614,-1072.5005,3640.4165
-1067,3614,-1080.9381,3647.8184
-1067,3614,-1072.5005,3640.4165
-1067,3614,-1072.5005,3640.4165
-1067,3614,-1072.5005,3640.4165
-1072,3609,-1069.1919,3571.7368
-1072,3589,-1060.8151,3475.638
-1072,3574,-1032.9946,3466.5774
-1072,3559,-1074.8531,3608.9543
-1077,3544,-1086.6034,3565.3582
-1077,3529,-1073.0703,3637.0374
-1077,3514,-1056.9448,3414.3123
-1077,3499,-1090.4862,3558.7993
-1082,3484,-1064.788,3415.946
-1082,3469,-1069.728,3359.113
-1082,3454,-1067.0532,3191.7944
-1082,3439,-1114.9941,3399.528
-1087,3424,-1068.3541,3444.4514
-1087,3404,-1114.112,3340.254
-1087,3389,-1111.6113,3571.796
-1087,3374,-1065.106,3433.521
-1092,3359,-1070.1544,3369.8447
-1092,3344,-1059.5162,3260.6719
