RoundedX,RoundedY,PredictedX,PredictedY
-1187,3739,-1213.3861,3788.0234
-1177,3729,-1057.0048,3727.178
-1167,3719,-1112.5006,3761.0452
-1157,3714,-1221.2908,3755.549
-1147,3704,-1244.4984,3769.7898
-1142,3694,-1248.5155,3765.8257
-1132,3689,-1231.9542,3673.2231
-1122,3679,-1219.7739,3807.6943
-1112,3669,-1110.6025,3754.776
-1112,3669,-1110.6025,3754.776
-1102,3659,-1222.7075,3731.9783
-1097,3654,-1213.7867,3652.4238
-1097,3654,-1213.7867,3652.4238
-1087,3644,-1233.9893,3732.667
-1077,3634,-1166.2886,3646.5986
-1077,3634,-1188.3932,3699.091
-1077,3634,-1188.3932,3699.091
-1077,3634,-1166.2886,3646.5986
-1077,3634,-1166.2886,3646.5986
-1077,3634,-1155.1409,3741.0408
-1077,3634,-1155.1409,3741.0408
-1072,3629,-1023.5342,3739.2944
-1072,3629,-1023.5342,3739.2944
-1072,3624,-1071.8326,3780.8604
-1072,3624,-1071.8326,3780.8604
-1072,3624,-1071.8326,3780.8604
-1067,3624,-1052.558,3781.465
-1067,3619,-1017.6569,3616.0698
-1067,3619,-1017.6569,3616.0698
-1067,3619,-1042.8956,3767.387
-1067,3619,-1042.8956,3767.387
-1067,3619,-1017.6569,3616.0698
-1067,3619,-1017.6569,3616.0698
-1067,3619,-997.707,3735.1833
-1067,3619,-1070.4186,3711.6626
-1067,3619,-1017.6569,3616.0698
-1067,3614,-1183.5352,3672.9443
-1067,3614,-1183.5352,3672.9443
-1067,3614,-1183.5352,3672.9443
-1067,3614,-1203.642,3683.4143
-1067,3614,-1203.642,3683.4143
-1067,3614,-1183.5352,3672.9443
-1072,3604,-1189.9429,3654.7583
-1072,3589,-1145.6217,3195.6733
-1072,3579,-1168.5847,3665.5295
-1072,3564,-1034.0383,3761.081
-1072,3554,-1106.5325,3629.3074
-1077,3539,-1188.0634,3764.6394
-1077,3529,-1214.4641,3765.5703
-1077,3519,-976.1047,3519.9548
-1077,3504,-1121.7698,3654.916
-1077,3494,-1061.9822,3760.2788
-1082,3479,-1129.3134,3283.062
-1082,3469,-1187.8943,3514.8228
-1082,3459,-1102.0005,3404.5042
-1082,3444,-1165.7991,3505.4055
-1082,3434,-1092.4882,3688.8923
-1087,3419,-1167.1315,3434.693
-1087,3404,-1179.8378,3370.7615
-1087,3394,-1198.2367,3483.5015
-1087,3379,-1131.6431,3561.1104
-1087,3369,-1078.8103,3649.6199
-1092,3354,-1132.5892,3268.9512
-1092,3344,-1202.2115,3414.52
-1092,3334,-1227.2151,3253.5198
-1092,3319,-1186.3817,3417.5205
-1092,3309,-1209.2035,3467.77
-1097,3294,-1148.6716,3371.5068
-1097,3284,-1016.5528,2837.053
-1097,3274,-1042.3048,3222.5022
-1097,3274,-1211.6846,3485.669
-1097,3274,-1211.6846,3485.669
-1097,3274,-1042.3048,3222.5022
-1097,3274,-1195.4105,3315.1436
-1097,3274,-1201.8014,3384.5662
-1097,3274,-1211.8541,3493.6357
-1097,3274,-1042.3048,3222.5022
-1097,3274,-1042.3048,3222.5022
-1097,3274,-1211.8541,3493.6357
-1097,3274,-1228.4348,3298.8223
-1097,3274,-1211.6846,3485.669
-1097,3274,-1211.8541,3493.6357
-1097,3274,-1042.3048,3222.5022
-1092,3269,-943.649,3114.771
-1092,3269,-816.79517,3141.1082
-1092,3269,-866.6987,3105.185
-1092,3269,-866.6987,3105.185
-1092,3269,-1124.9731,3176.8174
-1092,3269,-943.649,3114.771
-1092,3269,-816.79517,3141.1082
-1092,3269,-770.15344,3096.348
-1092,3269,-770.15344,3096.348
-1092,3269,-770.15344,3096.348
-1092,3269,-866.6987,3105.185
-1092,3269,-1124.9731,3176.8174
-1092,3269,-1124.9731,3176.8174
-1092,3269,-919.3918,3188.004
-1092,3269,-770.15344,3096.348
-1092,3269,-1049.4647,3188.3706
-1082,3264,-1208.347,3366.672
-1082,3264,-1156.8575,2998.627
-1082,3264,-1208.347,3366.672
-1082,3264,-1215.1285,3385.0723
-1082,3264,-1156.8575,2998.627
-1082,3264,-1156.8575,2998.627
-1067,3264,-974.9686,3053.5881
-1057,3259,-1037.8232,3268.0583
-1042,3259,-1039.5328,3326.926
-1032,3259,-961.04114,3487.4329
-1022,3259,-1106.7991,3503.587
-1002,3254,-1186.8359,3212.343
-992,3254,-1130.661,3234.6326
-977,3254,-1038.1549,3515.814
-967,3254,-1037.766,3441.5715
-957,3254,-956.23413,3148.623
-942,3249,-995.83484,3395.2217
-932,3249,-978.2864,3062.1238
-917,3249,-1071.3224,3312.5603
-907,3249,-969.60754,3309.2192
-897,3244,-918.8217,3287.8474
-882,3244,-943.6186,3211.151
-872,3244,-983.0237,3632.0562
-857,3244,-867.49005,3318.5767
-847,3239,-903.05914,3340.845
-837,3239,-840.1923,3407.0862
-817,3239,-756.4829,3132.9683
-807,3239,-789.2066,3154.2295
-792,3234,-725.0676,3048.552
-782,3234,-717.0583,3173.7717
-772,3234,-469.38208,3048.8716
-757,3234,-578.8551,3129.5913
-747,3234,-725.30194,3218.0178
-732,3229,-739.7531,3475.6348
-722,3229,-774.5413,3354.0132
-712,3229,-772.1293,3221.6863
-512,3729,-485.77298,3674.2654
-517,3724,-569.3114,3702.9485
-517,3724,-569.3114,3702.9485
-517,3724,-569.3114,3702.9485
-522,3719,-569.3307,3704.2212
-522,3719,-569.3307,3704.2212
-527,3709,-590.2459,3745.6086
-532,3704,-533.3413,3353.32
-542,3694,-531.80493,3668.4077
-552,3684,-598.42194,3795.438
-552,3684,-598.42194,3795.438
-562,3674,-646.68176,3764.6978
-567,3669,-566.64514,3707.3352
-567,3669,-566.64514,3707.3352
-577,3659,-652.35565,3645.8127
-587,3649,-669.09875,3690.3374
-592,3639,-622.0761,3556.22
-602,3629,-551.74365,3574.1167
-612,3619,-464.42026,3511.8088
-612,3619,-464.42026,3511.8088
-617,3614,-697.8178,3257.7139
-627,3604,-607.8545,3437.1238
-637,3594,-591.0275,3422.882
-647,3584,-664.6128,3471.1272
-652,3574,-649.3364,3366.7534
-657,3569,-768.0702,3739.8464
-672,3559,-758.8921,3675.386
-677,3549,-673.1851,3679.31
-687,3539,-688.26074,3754.635
-692,3529,-702.6553,3600.9663
-702,3524,-658.9151,3571.636
-712,3509,-777.1366,3560.3623
-717,3504,-750.4152,3488.6055
-727,3494,-659.97253,3349.3667
-727,3494,-659.97253,3349.3667
-737,3484,-682.46246,3687.5654
-742,3479,-574.7337,3490.4019
-752,3464,-513.5972,3592.8325
-757,3464,809.2069,3670.1917
-757,3464,809.2069,3670.1917
-757,3464,809.2069,3670.1917
-757,3464,809.2069,3670.1917
-762,3459,-144.21104,3682.5166
-767,3449,-790.7984,3750.9321
-762,3449,-727.0705,3746.2993
-762,3449,-727.0705,3746.2993
-762,3449,-680.1233,3669.6604
-762,3449,-700.48535,3689.3926
-762,3449,-700.48535,3689.3926
-762,3449,-680.1233,3669.6604
-762,3449,-727.0705,3746.2993
-762,3449,-727.0705,3746.2993
-762,3449,-700.48535,3689.3926
-762,3444,-735.75165,3746.0286
-762,3439,-752.44507,3566.7078
-762,3439,-752.44507,3566.7078
-762,3444,-735.75165,3746.0286
-757,3444,-736.5232,3711.8884
-757,3444,-826.05585,3805.687
-757,3444,-826.05585,3805.687
-757,3444,-826.05585,3805.687
-757,3444,-736.5232,3711.8884
-757,3444,-760.8085,3647.0146
-757,3444,-736.5232,3711.8884
-757,3444,-760.8085,3647.0146
-757,3439,-719.7021,3503.8823
-757,3434,-835.7761,3662.9434
-757,3434,-835.7761,3662.9434
-757,3434,-835.7761,3662.9434
-752,3434,-853.769,3739.6475
-752,3434,-853.769,3739.6475
-747,3429,-639.048,3503.6538
-742,3419,-686.7604,3555.3096
-737,3409,-699.6714,3702.582
-737,3409,-699.6714,3702.582
-732,3399,-635.32153,3110.9883
-727,3389,-834.384,3607.2952
-722,3379,-722.2732,3375.0642
-717,3369,-758.95935,3671.2498
-707,3354,-573.83685,3442.3035
-702,3344,-712.37695,3345.6653
-697,3339,-741.0886,3320.983
-687,3324,-681.2876,3137.029
-682,3314,-725.74664,3576.3308
-677,3299,-750.4293,3644.1428
-672,3294,-684.51544,3201.043
-667,3284,-657.597,3380.9373
-657,3269,-688.2276,3604.5881
-652,3259,-619.1351,3370.0793
-647,3249,-660.9424,3304.9424
-642,3239,-597.45105,3178.2268
-637,3229,-687.66974,3383.9497
-627,3214,-603.4193,3218.4849
-627,3214,-603.4193,3218.4849
-622,3209,-599.0648,3053.1187
-617,3194,-615.3838,3680.5789
-607,3184,-642.1391,3541.134
