RoundedX,RoundedY,PredictedX,PredictedY
-1187,3739,-1143.8276,3788.6638
-1172,3729,-1142.0674,3795.6182
-1162,3714,-1200.6924,3671.7148
-1152,3704,-1175.7284,3671.4602
-1142,3694,-1150.1492,3636.9868
-1127,3684,-1214.5894,3595.6921
-1117,3674,-1154.2999,3690.4058
-1107,3664,-1136.7806,3748.8906
-1097,3654,-1136.6086,3690.8005
-1097,3654,-1136.6086,3690.8005
-1082,3644,-1070.2799,3631.7048
-1077,3634,-1053.3079,3664.0916
-1077,3634,-1059.0035,3707.385
-1077,3634,-1053.3079,3664.0916
-1077,3634,-1053.3079,3664.0916
-1077,3634,-1053.3079,3664.0916
-1077,3634,-1059.0035,3707.385
-1077,3634,-1059.0035,3707.385
-1072,3629,-1086.2885,3642.117
-1072,3629,-1086.2885,3642.117
-1072,3624,-1107.0745,3625.9485
-1072,3624,-1107.0745,3625.9485
-1072,3624,-1107.0745,3625.9485
-1067,3619,-1096.8497,3656.5576
-1067,3619,-1093.6774,3663.391
-1067,3619,-1093.6774,3663.391
-1067,3619,-1093.6774,3663.391
-1067,3619,-1096.6812,3651.8608
-1067,3619,-1096.6812,3651.8608
-1067,3619,-1096.8497,3656.5576
-1067,3619,-1093.6774,3663.391
-1067,3619,-1096.8497,3656.5576
-1067,3614,-1091.492,3661.0693
-1067,3614,-1091.492,3661.0693
-1067,3614,-1091.492,3661.0693
-1067,3614,-1091.492,3661.0693
-1067,3614,-1090.6328,3626.7417
-1067,3614,-1090.6328,3626.7417
-1072,3609,-1075.8678,3584.6401
-1072,3589,-1060.8542,3496.2642
-1072,3574,-1027.28,3379.6477
-1072,3559,-1076.1969,3582.0015
-1077,3544,-1100.0354,3632.0854
-1077,3529,-1071.3158,3576.5054
-1077,3514,-1039.0206,3433.094
-1077,3499,-1095.6007,3575.8208
-1082,3484,-1067.131,3423.799
-1082,3469,-1076.1686,3356.9832
-1082,3454,-1076.6003,3251.2075
-1082,3439,-1104.6051,3392.0303
-1087,3424,-1082.7673,3466.8472
