RoundedX,RoundedY,PredictedX,PredictedY
-1357,3944,-1273.3735,3806.206
-1347,3934,-1294.5175,3774.0854
-1337,3919,-1111.964,3739.715
-1322,3909,-1296.5685,3748.8042
-1322,3909,-1296.5685,3748.8042
-1312,3899,-1249.7683,3787.0645
-1302,3889,-1209.6136,3766.3396
-1292,3879,-1288.6565,3744.0842
-1277,3869,-1282.5087,3765.5615
-1267,3859,-1163.8906,3713.2888
-1257,3849,-1234.547,3752.3467
-1247,3834,-1229.5564,3792.934
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1232,3824,-1234.3347,3719.9941
-1227,3819,-1134.739,3768.2097
-1227,3819,-1134.739,3768.2097
-1227,3819,-1134.739,3768.2097
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1227,3814,-1103.2084,3769.8398
-1232,3809,-1106.1184,3764.2424
-1232,3809,-1106.1184,3764.2424
-1232,3804,-1116.0155,3757.067
-1232,3804,-1116.0155,3757.067
-1237,3799,-1192.8656,3764.2402
-1237,3799,-1192.8656,3764.2402
-1247,3784,-1272.6068,3772.986
-1252,3769,-1268.6917,3724.014
-1257,3759,-1266.1523,3713.2883
-1262,3744,-1144.5527,3720.7166
-1272,3729,-1176.0243,3693.9124
-1277,3714,-1283.6826,3768.9382
-1282,3699,-1157.0597,3733.0537
-1287,3684,-1169.7825,3747.8408
-1297,3674,-1177.7676,3753.276
-1302,3659,-1306.4489,3754.211
-1307,3644,-1296.3093,3730.2678
-1312,3629,-1302.6188,3685.3696
-1322,3614,-1298.4512,3735.6345
-1327,3604,-1289.9769,3720.385
-1332,3589,-1330.3698,3724.0745
-1337,3574,-1127.3939,3685.806
-1347,3559,-1131.5148,3637.2114
-1352,3544,-1299.0737,3563.8503
-1357,3529,-1282.8518,3578.9424
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1362,3519,-1296.6547,3687.79
-1357,3514,-1265.7007,3574.5437
-1357,3514,-1265.7007,3574.5437
-1357,3514,-1265.7007,3574.5437
-1357,3514,-1265.7007,3574.5437
-1352,3509,-1249.3663,3501.9207
-1352,3509,-1249.3663,3501.9207
-1347,3494,-1272.0562,3489.2517
-1342,3479,-1313.0767,3465.7307
-1337,3464,-1293.9769,3562.7078
-1332,3449,-1270.274,3478.7058
-1327,3434,-1236.8967,3504.161
-1317,3424,-1272.7921,3415.446
-1312,3409,-1270.4894,3597.5076
-1307,3394,-1276.6364,3347.3892
-1302,3379,-1245.6158,3284.1663
-1297,3364,-1159.0325,3195.9468
-1292,3349,-1259.0155,3204.778
-1287,3344,-1236.2102,3248.1528
-1287,3344,-1236.2102,3248.1528
-1287,3344,-1236.2102,3248.1528
-1287,3344,-1236.2102,3248.1528
-1287,3344,-1236.2102,3248.1528
-1287,3344,-1236.2102,3248.1528
-1282,3334,-1227.8394,3166.9937
-1282,3334,-1227.8394,3166.9937
-1277,3329,-1223.7821,3180.1216
-1267,3324,-1244.2716,3212.4983
-1262,3309,-1260.4207,3190.732
-1252,3294,-1250.3401,3154.9429
-1242,3284,-1258.5417,3172.2283
-1232,3269,-1154.2621,3175.8523
-1232,3269,-1154.2621,3175.8523
-1222,3259,-1253.5664,3136.212
-1217,3244,-1101.1165,3037.4124
-1207,3234,-1052.2544,3084.432
-1197,3219,-1161.8763,3292.0684
-1187,3209,-1182.8645,3237.485
-1182,3194,-1075.0928,3141.1384
-1172,3184,-1128.1603,3195.2832
-1172,3184,-1128.1603,3195.2832
-1162,3169,-1128.1874,3161.4048
-1157,3159,-1075.9098,3143.2627
-1157,3159,-1075.9098,3143.2627
-1157,3159,-1075.9098,3143.2627
-1157,3159,-1075.9098,3143.2627
-1157,3159,-1075.9098,3143.2627
-1157,3159,-1075.9098,3143.2627
