RealX,RealY,RoundedX,RoundedY,PredictedX,PredictedY,KalmanX,KalmanY
-1358.0832793724223,3943.766878223523,-1357,3944,-1152.1678,3669.3152,-1344.7925471905826,3927.3491901893744
-1346.8335406748265,3933.1284584675336,-1347,3934,-1000.146,3742.229,-1307.5198832395304,3903.069768270849
-1335.5865142047794,3922.4926007616623,-1337,3919,-1169.0804,3720.1848,-1283.181716722096,3874.5796405572623
-1324.339480834547,3911.8567447567757,-1322,3909,-1302.7128,3728.4014,-1275.8687435712754,3847.193181688184
-1320.5905298499647,3908.3115207082856,-1322,3909,-1302.7128,3728.4014,-1275.8319237989833,3829.8302533849715
-1313.092564898214,3901.2210107787205,-1312,3899,-933.08325,3787.102,-1225.9559356835725,3818.2525365968345
-1301.8455150832172,3890.5851453967334,-1302,3889,-1252.3666,3752.2056,-1220.1388893827893,3799.8415910650633
-1290.5983968245996,3879.949212782227,-1292,3879,-1222.5328,3712.9658,-1211.0766808404737,3777.6953859768646
-1279.3512436260585,3869.313245707878,-1277,3869,-1242.6329,3726.078,-1206.7505143252201,3760.582985104271
-1268.1040726081706,3858.677260926066,-1267,3859,-1098.6897,3587.7883,-1179.7249629906185,3723.3593408181973
-1256.8568924936224,3848.041267037476,-1257,3849,-1113.6765,3526.3357,-1159.3979798758673,3681.474820812483
-1245.6097077076288,3837.4052684902626,-1247,3834,-1210.0402,3784.4622,-1158.8145072649406,3690.2277135130635
-1234.3625204879274,3826.7692675982657,-1232,3824,-1253.0374,3656.6428,-1165.8357422292356,3675.676743522008
-1230.6134577566309,3823.223933673702,-1232,3824,-1253.0374,3656.6428,-1176.29908274711,3669.730061053358
-1223.11533197478,3816.1332655561127,-1222,3814,-1130.7197,3736.3784,-1163.0493360995586,3673.955693818739
-1211.8681427711522,3805.497262956166,-1212,3804,-1253.1578,3419.1565,-1168.147657847797,3624.262330685911
-1200.620953219808,3794.861260065247,-1202,3794,-1280.8002,3713.7837,-1177.4649351509931,3630.188364240262
-1189.3737635269754,3784.225256986881,-1187,3784,-1274.1997,3651.8232,-1184.5190848752375,3625.0254787892086
-1178.1265738087193,3773.589253762737,-1177,3774,-1217.966,3734.9673,-1181.0183652613075,3635.018870494822
-1166.8793841086922,3762.953250430809,-1167,3764,-1115.5128,3546.705,-1160.5296123281762,3611.0366211798655
-1155.6321944159506,3752.3172470458157,-1157,3749,-955.0583,3367.3242,-1115.7025632933996,3560.00854422114
-1144.3850046927303,3741.681243669822,-1142,3739,-1032.666,3743.0935,-1092.0708947466537,3583.15171500246
-1140.635941438602,3738.135909221953,-1142,3739,-1032.666,3743.0935,-1079.606581493754,3605.3403765927496
-1133.1378149067752,3731.0452403482814,-1132,3729,-1307.3496,3787.411,-1108.4685495110216,3627.449427330536
