RealX,RealY,RoundedX,RoundedY,PredictedX,PredictedY,KalmanX,KalmanY
-1185.7300000000007,3738.5,-1187,3739,-1045.1912,3710.1829,-1177.0810236757984,3734.074510866111
-1174.4823896185942,3727.8635919318285,-1172,3729,-1236.5045,3752.816,-1170.809782437347,3725.4976873219193
-1163.2355485478222,3717.2279109521896,-1162,3714,-1204.1709,3748.688,-1163.9659180902365,3718.1490619984943
-1151.9884032861066,3706.591940783952,-1152,3704,-1211.9044,3776.1777,-1159.8072018803791,3715.637692861116
-1140.741556371006,3695.956274574298,-1142,3694,-765.0687,3752.2305,-1097.15363350588,3711.3883757591875
-1129.4945416595642,3685.320443644923,-1127,3684,-892.6229,3755.7664,-1057.6785182625786,3708.860050575999
-1118.2474413369996,3674.6845286658763,-1117,3674,-1282.9957,3755.339,-1083.3385316509948,3707.145674384116
-1107.0002972900197,3664.0485706392483,-1107,3664,-1142.735,3760.0977,-1083.6361925499648,3706.837823045677
-1099.5021880474249,3656.9579188722482,-1097,3654,-1123.3822,3781.6394,-1083.650907347506,3712.6638908745763
-1095.7531309390429,3653.4125905105907,-1097,3654,-1123.3822,3781.6394,-1086.2549622615113,3719.664404838941
-1084.5059532098521,3642.776599013355,-1082,3644,-1065.8463,3786.624,-1073.7069276885557,3721.059405196987
-1077.0078312753383,3635.685934560547,-1077,3634,-1171.5159,3726.0527,-1085.4508881637057,3718.828318520123
-1077.0076515142998,3635.6858028433053,-1077,3634,-1056.9603,3737.0837,-1081.4225294042415,3721.4094749587684
-1077.006515089993,3635.6857732290664,-1077,3634,-1056.9603,3737.0837,-1078.1600463289774,3723.499907602492
-1077.005751575312,3635.685747395866,-1077,3634,-1171.5159,3726.0527,-1090.0442522519916,3723.8249837711805
-1077.005302160342,3635.685724678205,-1077,3634,-1171.5159,3726.0527,-1100.0370048855762,3724.0982923441966
-1077.0051170939755,3635.6857046107234,-1077,3634,-1171.5159,3726.0527,-1108.5473943007862,3724.33103759986
-1077.005154767583,3635.685686866062,-1077,3634,-1056.9603,3737.0837,-1100.3033583924923,3721.8211613847275
-1074.7445863770542,3630.9803578134997,-1072,3629,-1294.0873,3748.6875,-1120.157969330599,3720.8837005559303
-1073.1182281811798,3627.613849905515,-1072,3629,-1294.0873,3748.6875,-1137.443417533523,3719.997789320928
-1072.6969974024732,3627.2190884619527,-1072,3624,-1257.8691,3772.2034,-1148.5499384730679,3721.7767120453796
-1072.3275719168735,3626.8718290413894,-1072,3624,-1257.8691,3772.2034,-1158.3030000367312,3723.2993547348105
-1070.5879961404064,3625.2408154447035,-1072,3624,-1257.8691,3772.2034,-1166.8965077363937,3724.60932516656
-1068.685816319054,3618.9899179923204,-1067,3619,-1121.4781,3749.5852,-1159.2835306315324,3723.5793436125086
-1068.7340684563674,3618.9593025057716,-1067,3619,-1146.5366,3746.2659,-1157.8098958430467,3726.2020725994184
-1068.7760461083687,3618.940421284193,-1067,3619,-1146.5366,3746.2659,-1156.5297091079535,3728.4805079978873
-1068.811101900658,3618.9301924470305,-1067,3619,-1146.5366,3746.2659,-1155.4110087901124,3730.471534475792
-1068.8392254845194,3618.926173217432,-1067,3619,-1121.4781,3749.5852,-1151.6554894349945,3732.586913637386
-1068.8608170041116,3618.926413067136,-1067,3619,-1168.7034,3748.973,-1153.5250880150327,3734.3839160716366
-1068.8765059116315,3618.929395073484,-1067,3619,-1168.7034,3748.973,-1155.1775087488543,3735.972175915738
